PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"18680318","Fabrication of supramolecular hydrogels for drug delivery and stem cell encapsulation","Wu DQ, Wang T, Lu B, Xu XD, Cheng SX, Jiang XJ, Zhang XZ, Zhuo RX.","Langmuir. 2008 Sep 16;24(18):10306-12. doi: 10.1021/la8006876. Epub 2008 Aug 5.","Wu DQ","Langmuir","2008","2008/08/06","","","10.1021/la8006876"
"39373614","Advances in stimuli-responsive injectable hydrogels for biomedical applications","Ma X, Sekhar KPC, Zhang P, Cui J.","Biomater Sci. 2024 Oct 22;12(21):5468-5480. doi: 10.1039/d4bm00956h.","Ma X","Biomater Sci","2024","2024/10/07","","","10.1039/d4bm00956h"
"33486009","Targeting drug delivery with light: A highly focused approach","Rapp TL, DeForest CA.","Adv Drug Deliv Rev. 2021 Apr;171:94-107. doi: 10.1016/j.addr.2021.01.009. Epub 2021 Jan 22.","Rapp TL","Adv Drug Deliv Rev","2021","2021/01/24","PMC8127392","NIHMS1665568","10.1016/j.addr.2021.01.009"
"30318831","Stimuli-Responsive Release of Antimicrobials Using Hybrid Inorganic Nanoparticle-Associated Drug-Delivery Systems","Moorcroft SCT, Jayne DG, Evans SD, Ong ZY.","Macromol Biosci. 2018 Dec;18(12):e1800207. doi: 10.1002/mabi.201800207. Epub 2018 Oct 14.","Moorcroft SCT","Macromol Biosci","2018","2018/10/16","","","10.1002/mabi.201800207"
"33910733","Recent advances in dextran-based drug delivery systems: From fabrication strategies to applications","Hu Q, Lu Y, Luo Y.","Carbohydr Polym. 2021 Jul 15;264:117999. doi: 10.1016/j.carbpol.2021.117999. Epub 2021 Mar 27.","Hu Q","Carbohydr Polym","2021","2021/04/29","","","10.1016/j.carbpol.2021.117999"
"41138877","Designing zwitterionic-polysaccharide network hydrogels by covalent and non-covalent functionalization for drug delivery applications","Kumar S, Singh B.","Int J Biol Macromol. 2025 Nov;331(Pt 2):148468. doi: 10.1016/j.ijbiomac.2025.148468. Epub 2025 Oct 23.","Kumar S","Int J Biol Macromol","2025","2025/10/25","","","10.1016/j.ijbiomac.2025.148468"
"37156574","Biodegradable Microrobots for DNA Vaccine Delivery","Chen S, Tan Z, Liao P, Li Y, Qu Y, Zhang Q, Yang M, Chan KWY, Zhang L, Man K, Chen Z, Sun D.","Adv Healthc Mater. 2023 Aug;12(21):e2202921. doi: 10.1002/adhm.202202921. Epub 2023 May 18.","Chen S","Adv Healthc Mater","2023","2023/05/08","","","10.1002/adhm.202202921"
"35005919","Review of Recent Advances and Their Improvement in the Effectiveness of Hydrogel-Based Targeted Drug Delivery: A Hope for Treating Cancer","Sonker M, Bajpai S, Khan MA, Yu X, Tiwary SK, Shreyash N.","ACS Appl Bio Mater. 2021 Dec 20;4(12):8080-8109. doi: 10.1021/acsabm.1c00857. Epub 2021 Nov 8.","Sonker M","ACS Appl Bio Mater","2021","2022/01/10","","","10.1021/acsabm.1c00857"
"41125184","Sustainable synthesis and characterization of inulin/fructans-based polyurethane hydrogels using deep eutectic solvents for drug delivery systems","Elizalde-Mata A, Trejo-Caballero ME, Gallegos M, Guardado-Ruiz E, Juarez-Moreno K, Báez JE, Esparza R, Estevez M.","Int J Biol Macromol. 2025 Nov;331(Pt 1):148424. doi: 10.1016/j.ijbiomac.2025.148424. Epub 2025 Oct 20.","Elizalde-Mata A","Int J Biol Macromol","2025","2025/10/22","","","10.1016/j.ijbiomac.2025.148424"
"28857472","Dual-pH/Magnetic-Field-Controlled Drug Delivery Systems Based on Fe(3) O(4) @SiO(2) -Incorporated Salecan Graft Copolymer Composite Hydrogels","Hu X, Wang Y, Zhang L, Xu M, Zhang J, Dong W.","ChemMedChem. 2017 Oct 9;12(19):1600-1609. doi: 10.1002/cmdc.201700428. Epub 2017 Sep 18.","Hu X","ChemMedChem","2017","2017/09/01","","","10.1002/cmdc.201700428"
"30951773","5‑Fluorouracil loaded chitosan/polyacrylic acid/Fe(3)O(4) magnetic nanocomposite hydrogel as a potential anticancer drug delivery system","Amini-Fazl MS, Mohammadi R, Kheiri K.","Int J Biol Macromol. 2019 Jul 1;132:506-513. doi: 10.1016/j.ijbiomac.2019.04.005. Epub 2019 Apr 3.","Amini-Fazl MS","Int J Biol Macromol","2019","2019/04/06","","","10.1016/j.ijbiomac.2019.04.005"
"35578738","Recent Advances of Stimuli-Responsive Polysaccharide Hydrogels in Delivery Systems: A Review","Zhang Y, Dong L, Liu L, Wu Z, Pan D, Liu L.","J Agric Food Chem. 2022 Jun 1;70(21):6300-6316. doi: 10.1021/acs.jafc.2c01080. Epub 2022 May 16.","Zhang Y","J Agric Food Chem","2022","2022/05/17","","","10.1021/acs.jafc.2c01080"
"24647530","A magnetic nanogel based on O-carboxymethylchitosan for antitumor drug delivery: synthesis, characterization and in vitro drug release","Demarchi CA, Debrassi A, Buzzi Fde C, Corrêa R, Filho VC, Rodrigues CA, Nedelko N, Demchenko P, Ślawska-Waniewska A, Dłużewski P, Greneche JM.","Soft Matter. 2014 May 21;10(19):3441-50. doi: 10.1039/c3sm53157k. Epub 2014 Mar 20.","Demarchi CA","Soft Matter","2014","2014/03/21","","","10.1039/c3sm53157k"
"22016112","Aptamer-conjugated nanomaterials and their applications","Yang L, Zhang X, Ye M, Jiang J, Yang R, Fu T, Chen Y, Wang K, Liu C, Tan W.","Adv Drug Deliv Rev. 2011 Nov;63(14-15):1361-70. doi: 10.1016/j.addr.2011.10.002. Epub 2011 Oct 14.","Yang L","Adv Drug Deliv Rev","2011","2011/10/22","PMC3245877","NIHMS336558","10.1016/j.addr.2011.10.002"
"40117802","On-demand dual-stimuli-responsive hydrogels for localized and sustained delivery of MP-L [I5R8] to treat bacterial wound infections","Guerrero M, Marican A, Rafael D, Andrade F, Moore-Carrasco R, Vijayakumar S, Salinas P, Cabrera-Barjas G, Lara J, Durán-Lara EF.","Colloids Surf B Biointerfaces. 2025 Jul;251:114636. doi: 10.1016/j.colsurfb.2025.114636. Epub 2025 Mar 18.","Guerrero M","Colloids Surf B Biointerfaces","2025","2025/03/21","","","10.1016/j.colsurfb.2025.114636"
"24587993","Carbon nanotubes hybrid hydrogels in drug delivery: a perspective review","Cirillo G, Hampel S, Spizzirri UG, Parisi OI, Picci N, Iemma F.","Biomed Res Int. 2014;2014:825017. doi: 10.1155/2014/825017. Epub 2014 Jan 21.","Cirillo G","Biomed Res Int","2014","2014/03/04","PMC3918724","","10.1155/2014/825017"
"38010956","Preparation Strategies, Functional Regulation, and Applications of Multifunctional Nanomaterials-Based DNA Hydrogels","Qiao L, Zhao Y, Zhang M, Tao Y, Xiao Y, Zhang N, Zhang Y, Zhu Y.","Small Methods. 2024 Mar;8(3):e2301261. doi: 10.1002/smtd.202301261. Epub 2023 Nov 27.","Qiao L","Small Methods","2024","2023/11/27","","","10.1002/smtd.202301261"
"32147346","Preparation and characterization of antibacterial magnetic-/pH-sensitive alginate/Ag/Fe(3)O(4) hydrogel beads for controlled drug release","Rashidzadeh B, Shokri E, Mahdavinia GR, Moradi R, Mohamadi-Aghdam S, Abdi S.","Int J Biol Macromol. 2020 Jul 1;154:134-141. doi: 10.1016/j.ijbiomac.2020.03.028. Epub 2020 Mar 5.","Rashidzadeh B","Int J Biol Macromol","2020","2020/03/10","","","10.1016/j.ijbiomac.2020.03.028"
"35460891","An insight into gastrointestinal macromolecule delivery using physical oral devices","Kaffash E, Shahbazi MA, Hatami H, Nokhodchi A.","Drug Discov Today. 2022 Aug;27(8):2309-2321. doi: 10.1016/j.drudis.2022.04.014. Epub 2022 Apr 20.","Kaffash E","Drug Discov Today","2022","2022/04/23","","","10.1016/j.drudis.2022.04.014"
"29581001","Supramolecular hydrogel formation between chitosan and hydroxypropyl β-cyclodextrin via Diels-Alder reaction and its drug delivery","Zhang M, Wang J, Jin Z.","Int J Biol Macromol. 2018 Jul 15;114:381-391. doi: 10.1016/j.ijbiomac.2018.03.106. Epub 2018 Mar 23.","Zhang M","Int J Biol Macromol","2018","2018/03/28","","","10.1016/j.ijbiomac.2018.03.106"
"19887092","Hydrogel-based drug delivery systems: comparison of drug diffusivity and release kinetics","Brandl F, Kastner F, Gschwind RM, Blunk T, Tessmar J, Göpferich A.","J Control Release. 2010 Mar 3;142(2):221-8. doi: 10.1016/j.jconrel.2009.10.030. Epub 2009 Nov 1.","Brandl F","J Control Release","2010","2009/11/06","","","10.1016/j.jconrel.2009.10.030"
"37969066","Injectable smart stimuli-responsive hydrogels: pioneering advancements in biomedical applications","Liu J, Du C, Huang W, Lei Y.","Biomater Sci. 2023 Dec 19;12(1):8-56. doi: 10.1039/d3bm01352a.","Liu J","Biomater Sci","2023","2023/11/16","","","10.1039/d3bm01352a"
"19924686","Peptide-functionalized thermo-sensitive hydrogels for sustained drug delivery","Xun W, Wu DQ, Li ZY, Wang HY, Huang FW, Cheng SX, Zhang XZ, Zhuo RX.","Macromol Biosci. 2009 Dec 8;9(12):1219-26. doi: 10.1002/mabi.200900298.","Xun W","Macromol Biosci","2009","2009/11/20","","","10.1002/mabi.200900298"
"27255455","Biodegradable Smart Nanogels: A New Platform for Targeting Drug Delivery and Biomedical Diagnostics","Wu HQ, Wang CC.","Langmuir. 2016 Jun 28;32(25):6211-25. doi: 10.1021/acs.langmuir.6b00842. Epub 2016 Jun 16.","Wu HQ","Langmuir","2016","2016/06/04","","","10.1021/acs.langmuir.6b00842"
"39689806","Synthesis of photo-responsive κ-carrageenan-based hydrogels for drug delivery application","Alshammari OAO, Alhar MSO, Al-Otaibi A, AlRashidi AA, Alshammari AF, Alzahrani EA, Elsayed NH, Monier M, Youssef I.","Int J Biol Macromol. 2025 Feb;289:138797. doi: 10.1016/j.ijbiomac.2024.138797. Epub 2024 Dec 15.","Alshammari OAO","Int J Biol Macromol","2025","2024/12/17","","","10.1016/j.ijbiomac.2024.138797"
"39424706","Volumetric printing and non-destructive drug quantification of water-soluble supramolecular hydrogels","Ong JJ, Jørgensen AK, Zhu Z, Telford R, Davies PJ, Gaisford S, Goyanes A, Basit AW.","Drug Deliv Transl Res. 2025 Jun;15(6):2048-2063. doi: 10.1007/s13346-024-01723-6. Epub 2024 Oct 18.","Ong JJ","Drug Deliv Transl Res","2025","2024/10/18","PMC12037435","","10.1007/s13346-024-01723-6"
"40490655","Dual-responsive magnetic and pH-sensitive hydrogel beads for controlled cisplatin delivery in glioblastoma cells","Ashoub MH, Ahmadi M, Heydaryan K, Dawi EA, Amiri M.","Med Oncol. 2025 Jun 9;42(7):247. doi: 10.1007/s12032-025-02815-0.","Ashoub MH","Med Oncol","2025","2025/06/09","","","10.1007/s12032-025-02815-0"
"18307310","Biodegradable and pH-sensitive hydrogels for cell encapsulation and controlled drug release","Wu DQ, Sun YX, Xu XD, Cheng SX, Zhang XZ, Zhuo RX.","Biomacromolecules. 2008 Apr;9(4):1155-62. doi: 10.1021/bm7010328. Epub 2008 Feb 29.","Wu DQ","Biomacromolecules","2008","2008/03/01","","","10.1021/bm7010328"
"19429286","Genipin-crosslinked casein hydrogels for controlled drug delivery","Song F, Zhang LM, Yang C, Yan L.","Int J Pharm. 2009 May 21;373(1-2):41-7. doi: 10.1016/j.ijpharm.2009.02.005. Epub 2009 Feb 12.","Song F","Int J Pharm","2009","2009/05/12","","","10.1016/j.ijpharm.2009.02.005"
"35344233","Advances in the Stimuli-Responsive Injectable Hydrogel for Controlled Release of Drugs","Mo C, Luo R, Chen Y.","Macromol Rapid Commun. 2022 May;43(10):e2200007. doi: 10.1002/marc.202200007. Epub 2022 Apr 10.","Mo C","Macromol Rapid Commun","2022","2022/03/28","","","10.1002/marc.202200007"
"26005146","Magnetic/pH-responsive beads based on caboxymethyl chitosan and κ-carrageenan and controlled drug release","Mahdavinia GR, Etemadi H, Soleymani F.","Carbohydr Polym. 2015 Sep 5;128:112-21. doi: 10.1016/j.carbpol.2015.04.022. Epub 2015 Apr 21.","Mahdavinia GR","Carbohydr Polym","2015","2015/05/26","","","10.1016/j.carbpol.2015.04.022"
"40513724","pH-sensitive magnetic nanocomposite hydrogels chitosan/hyaluronic acid/Fe(3)O(4): Ciprofloxacin release, kinetics and antibacterial activity","Karimi-Rastehkenari A, Youseftabar-Miri L, Askarizadeh E, Divsar F.","Int J Biol Macromol. 2025 Aug;319(Pt 4):145211. doi: 10.1016/j.ijbiomac.2025.145211. Epub 2025 Jun 11.","Karimi-Rastehkenari A","Int J Biol Macromol","2025","2025/06/13","","","10.1016/j.ijbiomac.2025.145211"
"25243783","Magnetic/NIR-thermally responsive hybrid nanogels for optical temperature sensing, tumor cell imaging and triggered drug release","Wang H, Yi J, Mukherjee S, Banerjee P, Zhou S.","Nanoscale. 2014 Nov 7;6(21):13001-11. doi: 10.1039/c4nr03748k.","Wang H","Nanoscale","2014","2014/09/23","","","10.1039/c4nr03748k"
"26426699","Host-Guest Interaction-Mediated Construction of Hydrogels and Nanovesicles for Drug Delivery","Xu XD, Li X, Chen H, Qu Q, Zhao L, Ågren H, Zhao Y.","Small. 2015 Nov 25;11(44):5901-6. doi: 10.1002/smll.201502222. Epub 2015 Oct 1.","Xu XD","Small","2015","2015/10/02","","","10.1002/smll.201502222"
"26156549","Carbon Nanohybrids as Electro-Responsive Drug Delivery Systems","Cirillo G, Spizzirri UG, Curcio M, Hampel S, Vittorio O, Restuccia D, Picci N, Iemma F.","Mini Rev Med Chem. 2016;16(8):658-67. doi: 10.2174/1389557515666150709104444.","Cirillo G","Mini Rev Med Chem","2016","2015/07/10","","","10.2174/1389557515666150709104444"
"38877860","Multi-stimuli-responsive Hydrogels for Therapeutic Systems: An Overview on Emerging Materials, Devices, and Drugs","Garshasbi HR, Soleymani S, Naghib SM, Mozafari MR.","Curr Pharm Des. 2024;30(26):2027-2046. doi: 10.2174/0113816128304924240527113111.","Garshasbi HR","Curr Pharm Des","2024","2024/06/15","","","10.2174/0113816128304924240527113111"
"25751020","Shape-switching microrobots for medical applications: the influence of shape in drug delivery and locomotion","Fusco S, Huang HW, Peyer KE, Peters C, Häberli M, Ulbers A, Spyrogianni A, Pellicer E, Sort J, Pratsinis SE, Nelson BJ, Sakar MS, Pané S.","ACS Appl Mater Interfaces. 2015 Apr 1;7(12):6803-11. doi: 10.1021/acsami.5b00181. Epub 2015 Mar 18.","Fusco S","ACS Appl Mater Interfaces","2015","2015/03/10","","","10.1021/acsami.5b00181"
"20141506","Novel pH-sensitive hydrogels for colon-specific drug delivery","Mahkam M.","Drug Deliv. 2010 Apr;17(3):158-63. doi: 10.3109/10717541003604908.","Mahkam M","Drug Deliv","2010","2010/02/10","","","10.3109/10717541003604908"
"26919298","The Role of Drug-Drug Interactions in Hydrogel Delivery Systems: Experimental and Model Study","Rossi F, Castiglione F, Ferro M, Moioli M, Mele A, Masi M.","Chemphyschem. 2016 Jun 3;17(11):1615-22. doi: 10.1002/cphc.201600069. Epub 2016 Mar 21.","Rossi F","Chemphyschem","2016","2016/02/27","","","10.1002/cphc.201600069"
"26715253","Passive and electro-assisted delivery of hydrogel nanoparticles in solid tumors, visualized by optical and magnetic resonance imaging in vivo","Bakalova R, Nikolova B, Murayama S, Atanasova S, Zhelev Z, Aoki I, Kato M, Tsoneva I, Saga T.","Anal Bioanal Chem. 2016 Jan;408(3):905-14. doi: 10.1007/s00216-015-9182-4. Epub 2015 Dec 29.","Bakalova R","Anal Bioanal Chem","2016","2015/12/31","","","10.1007/s00216-015-9182-4"
"22982321","Biohydrogels with magnetic nanoparticles as crosslinker: characteristics and potential use for controlled antitumor drug-delivery","Barbucci R, Giani G, Fedi S, Bottari S, Casolaro M.","Acta Biomater. 2012 Dec;8(12):4244-52. doi: 10.1016/j.actbio.2012.09.006. Epub 2012 Sep 12.","Barbucci R","Acta Biomater","2012","2012/09/18","","","10.1016/j.actbio.2012.09.006"
"26851440","An injectable, dual pH and oxidation-responsive supramolecular hydrogel for controlled dual drug delivery","Cheng X, Jin Y, Sun T, Qi R, Li H, Fan W.","Colloids Surf B Biointerfaces. 2016 May 1;141:44-52. doi: 10.1016/j.colsurfb.2016.01.034. Epub 2016 Jan 22.","Cheng X","Colloids Surf B Biointerfaces","2016","2016/02/07","","","10.1016/j.colsurfb.2016.01.034"
"36521697","Chemical, physical, and biological stimuli-responsive nanogels for biomedical applications (mechanisms, concepts, and advancements): A review","Bhaladhare S, Bhattacharjee S.","Int J Biol Macromol. 2023 Jan 31;226:535-553. doi: 10.1016/j.ijbiomac.2022.12.076. Epub 2022 Dec 12.","Bhaladhare S","Int J Biol Macromol","2023","2022/12/15","","","10.1016/j.ijbiomac.2022.12.076"
"31840976","A Ruthenium Nitrosyl-Functionalized Magnetic Nanoplatform with Near-Infrared Light-Controlled Nitric Oxide Delivery and Photothermal Effect for Enhanced Antitumor and Antibacterial Therapy","Yu YT, Shi SW, Wang Y, Zhang QL, Gao SH, Yang SP, Liu JG.","ACS Appl Mater Interfaces. 2020 Jan 8;12(1):312-321. doi: 10.1021/acsami.9b18865. Epub 2019 Dec 30.","Yu YT","ACS Appl Mater Interfaces","2020","2019/12/17","","","10.1021/acsami.9b18865"
"39880244","Emerging roles of hyaluronic acid hydrogels in cancer treatment and wound healing: A review","Wu G, Zhong C, Tian X, Zha L, Hou L, Feng X.","Int J Biol Macromol. 2025 Apr;303:140442. doi: 10.1016/j.ijbiomac.2025.140442. Epub 2025 Jan 27.","Wu G","Int J Biol Macromol","2025","2025/01/29","","","10.1016/j.ijbiomac.2025.140442"
"17597313","Cyclodextrin/PEG based hydrogels for multi-drug delivery","Salmaso S, Semenzato A, Bersani S, Matricardi P, Rossi F, Caliceti P.","Int J Pharm. 2007 Dec 10;345(1-2):42-50. doi: 10.1016/j.ijpharm.2007.05.035. Epub 2007 May 23.","Salmaso S","Int J Pharm","2007","2007/06/29","","","10.1016/j.ijpharm.2007.05.035"
"30133299","Optimization of Deformable Magnetic-Sensitive Hydrogel-Based Targeting System in Suspension Fluid for Site-Specific Drug Delivery","Liu Q, Li H, Lam KY.","Mol Pharm. 2018 Oct 1;15(10):4632-4642. doi: 10.1021/acs.molpharmaceut.8b00626. Epub 2018 Sep 4.","Liu Q","Mol Pharm","2018","2018/08/23","","","10.1021/acs.molpharmaceut.8b00626"
"21355616","Smart approach to evaluate drug diffusivity in injectable agar-carbomer hydrogels for drug delivery","Santoro M, Marchetti P, Rossi F, Perale G, Castiglione F, Mele A, Masi M.","J Phys Chem B. 2011 Mar 24;115(11):2503-10. doi: 10.1021/jp1111394. Epub 2011 Feb 28.","Santoro M","J Phys Chem B","2011","2011/03/02","","","10.1021/jp1111394"
"22939334","Natural polymer-based magnetic hydrogels: Potential vectors for remote-controlled drug release","Paulino AT, Pereira AG, Fajardo AR, Erickson K, Kipper MJ, Muniz EC, Belfiore LA, Tambourgi EB.","Carbohydr Polym. 2012 Oct 15;90(3):1216-25. doi: 10.1016/j.carbpol.2012.06.051. Epub 2012 Jun 26.","Paulino AT","Carbohydr Polym","2012","2012/09/04","","","10.1016/j.carbpol.2012.06.051"
"37918422","Nano-injectable pH/NIR-responsive hydrogel for chemo-photothermal synergistic drug delivery","Zhao Q, Yue X, Miaomiao L, Yanming W, Wu G.","J Biomater Appl. 2023 Nov;38(5):614-628. doi: 10.1177/08853282231209653. Epub 2023 Nov 2.","Zhao Q","J Biomater Appl","2023","2023/11/02","","","10.1177/08853282231209653"
"22528547","Preparation and investigation of sustained drug delivery systems using an injectable, thermosensitive, in situ forming hydrogel composed of PLGA-PEG-PLGA","Khodaverdi E, Tekie FS, Mohajeri SA, Ganji F, Zohuri G, Hadizadeh F.","AAPS PharmSciTech. 2012 Jun;13(2):590-600. doi: 10.1208/s12249-012-9781-8. Epub 2012 Apr 18.","Khodaverdi E","AAPS PharmSciTech","2012","2012/04/25","PMC3364385","","10.1208/s12249-012-9781-8"
"26117779","Synthesis and characterization of silane coated magnetic nanoparticles/glycidylmethacrylate-grafted-maleated cyclodextrin composite hydrogel as a drug carrier for the controlled delivery of 5-fluorouracil","Anirudhan TS, Divya PL, Nima J.","Mater Sci Eng C Mater Biol Appl. 2015 Oct;55:471-81. doi: 10.1016/j.msec.2015.05.068. Epub 2015 May 29.","Anirudhan TS","Mater Sci Eng C Mater Biol Appl","2015","2015/06/29","","","10.1016/j.msec.2015.05.068"
"24528080","Physicochemical characteristics of Fe3O4 magnetic nanocomposites based on Poly(N-isopropylacrylamide) for anti-cancer drug delivery","Davaran S, Alimirzalu S, Nejati-Koshki K, Nasrabadi HT, Akbarzadeh A, Khandaghi AA, Abbasian M, Alimohammadi S.","Asian Pac J Cancer Prev. 2014;15(1):49-54. doi: 10.7314/apjcp.2014.15.1.49.","Davaran S","Asian Pac J Cancer Prev","2014","2014/02/18","","","10.7314/apjcp.2014.15.1.49"
"37338259","Magnetically actuated hydrogel-based capsule microrobots for intravascular targeted drug delivery","Qiao S, Ouyang H, Zheng X, Qi C, Ma L.","J Mater Chem B. 2023 Jul 5;11(26):6095-6105. doi: 10.1039/d3tb00852e.","Qiao S","J Mater Chem B","2023","2023/06/20","","","10.1039/d3tb00852e"
